id,year,games,age,team,assists,steals,blocks,personal_fouls,ofensive_rebounds,defensive_rebounds,points_per_game
1,1990-91,43,22,POR,0.3,0.1,0.3,0.9,0.6,1.4,3.1
1,1991-92,71,23,POR,0.4,0.4,0.2,1.9,1.1,2.5,6.1
1,1992-93,75,24,TOT,0.4,0.3,0.3,2.5,1.7,2.8,7.7
1,1992-93,12,24,MIL,0.8,0.5,0.3,2.0,1.0,2.1,5.3
1,1992-93,63,24,BOS,0.3,0.3,0.3,2.6,1.8,3.0,8.2
1,1993-94,13,25,BOS,0.2,0.2,0.2,1.5,0.9,2.6,4.9
1,1994-95,54,26,TOT,0.2,0.3,0.2,1.9,0.7,1.4,4.7
1,1994-95,51,26,SAC,0.3,0.3,0.2,2.0,0.7,1.4,5.0
1,1994-95,3,26,PHI,0.0,0.0,0.0,0.7,1.0,1.7,0.7
2,1968-69,49,22,TOT,0.8,,,2.3,,,7.3
2,1968-69,20,22,CIN,0.2,,,0.9,,,1.9
2,1968-69,29,22,MIL,1.1,,,3.4,,,11.0
2,1969-70,80,23,MIL,0.8,,,2.1,,,7.4
2,1970-71,61,24,SEA,0.7,,,1.9,,,10.9
2,1971-72,58,25,SEA,2.1,,,3.1,,,13.8
2,1972-73,48,26,HOU,1.1,,,2.3,,,8.7
2,1973-74,79,27,HOU,2.1,1.0,1.3,2.9,3.3,8.4,10.9
2,1974-75,65,28,HOU,1.3,0.6,1.1,2.0,2.4,5.1,9.7
2,1975-76,27,29,SEA,0.6,0.3,0.6,1.1,1.1,1.7,3.2
2,1976-77,22,30,BUF,0.3,0.1,0.4,1.0,1.9,2.2,3.8
2,1977-78,16,31,TOT,0.6,0.2,0.2,1.8,1.2,1.9,3.9
2,1977-78,2,31,BOS,1.5,0.5,0.5,2.0,3.0,4.5,4.0
2,1977-78,14,31,HOU,0.5,0.1,0.1,1.8,0.9,1.6,3.9
3,1969-70,82,22,MIL,4.1,,,3.5,,,28.8
3,1970-71,82,23,MIL,3.3,,,3.2,,,31.7
3,1971-72,81,24,MIL,4.6,,,2.9,,,34.8
3,1972-73,76,25,MIL,5.0,,,2.7,,,30.2
3,1973-74,81,26,MIL,4.8,1.4,3.5,2.9,3.5,11.0,27.0
3,1974-75,65,27,MIL,4.1,1.0,3.3,3.2,3.0,11.0,30.0
3,1975-76,82,28,LAL,5.0,1.5,4.1,3.6,3.3,13.5,27.7
3,1976-77,82,29,LAL,3.9,1.2,3.2,3.2,3.2,10.0,26.2
3,1977-78,62,30,LAL,4.3,1.7,3.0,2.9,3.0,9.9,25.8
3,1978-79,80,31,LAL,5.4,1.0,4.0,2.9,2.6,10.2,23.8
3,1979-80,82,32,LAL,4.5,1.0,3.4,2.6,2.3,8.5,24.8
3,1980-81,80,33,LAL,3.4,0.7,2.9,3.1,2.5,7.8,26.2
3,1981-82,76,34,LAL,3.0,0.8,2.7,2.9,2.3,6.4,23.9
3,1982-83,79,35,LAL,2.5,0.8,2.2,2.8,2.1,5.4,21.8
3,1983-84,80,36,LAL,2.6,0.7,1.8,2.6,2.1,5.2,21.5
3,1984-85,79,37,LAL,3.2,0.8,2.1,3.0,2.1,5.8,22.0
3,1985-86,79,38,LAL,3.5,0.8,1.6,3.1,1.7,4.4,23.4
3,1986-87,78,39,LAL,2.6,0.6,1.2,3.1,1.9,4.8,17.5
3,1987-88,80,40,LAL,1.7,0.6,1.2,2.7,1.5,4.5,14.6
3,1988-89,74,41,LAL,1.0,0.5,1.1,2.6,1.4,3.1,10.1
4,1990-91,67,21,DEN,3.1,0.8,0.1,2.2,0.5,1.3,14.1
4,1991-92,81,22,DEN,2.4,0.5,0.0,1.6,0.3,1.1,10.3
4,1992-93,81,23,DEN,4.2,1.0,0.1,2.2,0.6,2.1,19.2
4,1993-94,80,24,DEN,4.5,1.0,0.1,1.9,0.3,1.8,18.0
4,1994-95,73,25,DEN,3.6,1.1,0.1,1.7,0.4,1.4,16.0
4,1995-96,57,26,DEN,6.8,1.1,0.1,2.1,0.5,2.0,19.2
4,1996-97,75,27,SAC,2.5,0.7,0.1,2.3,0.2,1.4,13.7
4,1997-98,31,28,SAC,1.9,0.5,0.0,1.0,0.2,1.0,7.3
4,2000-01,41,31,VAN,1.9,0.2,0.0,1.2,0.1,0.5,6.5
5,1997-98,59,23,SAC,0.9,0.6,0.2,1.4,0.7,1.2,6.4
5,1998-99,49,24,SAC,1.0,1.0,0.3,2.5,1.5,2.3,9.3
5,1999-00,61,25,TOT,1.6,1.0,0.5,2.4,1.7,3.1,11.4
5,1999-00,46,25,ORL,1.6,1.2,0.3,2.5,1.7,3.5,12.2
5,1999-00,15,25,DEN,1.7,0.4,0.8,2.1,1.6,1.9,8.9
5,2000-01,29,26,DEN,0.8,0.5,0.4,1.9,0.5,1.6,3.8
5,2001-02,24,27,TOT,1.0,0.8,0.4,2.3,1.7,1.8,5.6
5,2001-02,20,27,DEN,1.1,0.9,0.5,2.6,2.0,2.0,6.8
5,2001-02,4,27,DAL,0.5,0.5,0.3,1.3,0.5,1.0,0.0
5,2002-03,14,28,DAL,1.5,0.4,0.2,1.9,1.0,1.9,4.1
6,1996-97,80,20,VAN,2.2,1.0,1.0,2.5,2.7,4.2,18.7
6,1997-98,82,21,VAN,2.6,1.1,0.9,2.5,2.8,4.3,22.3
6,1998-99,50,22,VAN,3.4,1.4,1.1,2.7,2.3,5.2,23.0
6,1999-00,82,23,VAN,3.3,1.1,1.1,3.0,2.7,7.4,20.3
6,2000-01,81,24,VAN,3.1,1.1,1.0,2.9,2.2,6.9,20.5
6,2001-02,77,25,ATL,3.1,1.3,1.1,2.8,2.6,6.5,21.2
6,2002-03,81,26,ATL,3.0,1.1,0.5,3.0,2.2,6.2,19.9
6,2003-04,85,27,TOT,2.0,0.8,0.4,2.6,2.2,5.3,16.3
6,2003-04,53,27,ATL,2.4,0.8,0.4,2.8,2.7,6.7,20.1
6,2003-04,32,27,POR,1.5,0.8,0.6,2.3,1.5,3.0,10.0
6,2004-05,54,28,POR,2.1,0.9,0.5,2.8,2.3,5.0,16.8
6,2005-06,72,29,SAC,2.1,0.7,0.6,3.2,1.5,3.5,12.3
6,2006-07,80,30,SAC,1.4,0.7,0.5,3.0,1.5,3.5,9.9
6,2007-08,6,31,SAC,0.7,0.2,0.0,1.5,1.0,0.7,1.7
7,1976-77,70,22,LAL,1.4,0.7,0.1,1.7,1.6,2.5,6.3
7,1977-78,73,23,LAL,1.4,0.8,0.3,1.7,1.4,2.2,6.8
7,1978-79,70,24,GSW,1.1,0.6,0.2,1.9,1.1,2.0,6.0
7,1979-80,67,25,GSW,1.3,0.5,0.2,1.8,0.9,1.9,5.4
7,1980-81,39,26,TOT,0.5,0.2,0.1,0.9,0.5,0.7,1.6
7,1980-81,10,26,GSW,0.1,0.1,0.0,0.5,0.1,0.7,0.4
7,1980-81,29,26,IND,0.6,0.2,0.1,1.0,0.7,0.7,2.0
8,1956-57,1,24,SYR,1.0,,,1.0,,,0.0
9,1946-47,47,27,PIT,0.7,,,3.4,,,11.2
9,1947-48,9,28,TOT,0.2,,,1.1,,,0.7
9,1947-48,4,28,STB,0.3,,,1.3,,,1.0
9,1947-48,5,28,BLB,0.2,,,1.0,,,0.4
10,2016-17,68,23,OKC,0.6,0.5,0.1,1.7,0.3,1.0,6.0
10,2017-18,75,24,OKC,0.4,0.5,0.1,1.7,0.3,1.2,4.7
10,2018-19,31,25,OKC,0.6,0.5,0.2,1.7,0.2,1.4,5.3
11,2005-06,5,23,DET,0.8,0.2,0.0,0.8,0.2,0.8,1.8
11,2008-09,25,26,TOT,0.5,0.2,0.2,0.4,0.3,0.6,2.9
11,2008-09,7,26,DET,0.1,0.3,0.1,0.0,0.0,0.3,1.3
11,2008-09,18,26,LAC,0.6,0.2,0.2,0.5,0.4,0.8,3.5
12,1953-54,28,23,NYK,0.8,,,1.5,,,1.5
13,1987-88,79,25,BOS,0.5,0.4,0.3,2.5,1.3,2.1,3.6
13,1988-89,62,26,BOS,0.3,0.3,0.1,1.5,1.0,1.4,2.2
13,1989-90,80,27,ORL,0.8,0.5,0.3,3.1,1.9,3.5,4.5
13,1990-91,68,28,ORL,0.4,0.4,0.4,3.2,2.1,3.2,4.2
13,1991-92,68,29,ORL,0.3,0.4,0.2,2.1,1.4,2.3,3.1
13,1992-93,18,30,TOT,0.3,0.2,0.3,1.9,1.4,2.3,3.6
13,1992-93,6,30,HOU,0.0,0.0,0.0,0.3,0.3,0.7,1.0
13,1992-93,12,30,WSB,0.4,0.3,0.5,2.7,2.0,3.1,4.8
14,1967-68,23,26,SDR,0.5,,,1.5,,,3.3
15,2012-13,29,22,TOR,0.4,0.4,0.5,1.8,1.0,1.6,4.0
15,2013-14,63,23,TOT,0.4,0.4,0.4,1.9,1.1,2.3,2.7
15,2013-14,7,23,TOR,0.6,0.6,0.4,1.1,0.7,1.4,2.7
15,2013-14,56,23,SAC,0.4,0.3,0.4,2.0,1.2,2.4,2.7
15,2014-15,68,24,NYK,1.0,0.4,0.3,2.2,1.2,3.3,5.9
15,2015-16,59,25,SAC,0.5,0.5,0.4,1.7,1.1,2.1,5.2
15,2016-17,38,26,TOT,0.5,0.4,0.4,1.8,0.5,2.5,5.8
15,2016-17,6,26,DAL,0.0,0.0,0.0,1.5,0.3,1.0,2.2
15,2016-17,32,26,BRK,0.6,0.4,0.5,1.8,0.6,2.8,6.5
15,2017-18,70,27,BRK,0.8,0.5,0.4,2.1,0.6,3.1,5.9
15,2018-19,10,28,PHO,0.8,0.1,0.4,2.4,0.3,2.2,1.7
16,1975-76,80,21,PHO,5.6,1.5,1.5,3.4,2.7,6.4,19.0
16,1976-77,72,22,PHO,4.5,1.3,1.2,3.6,2.5,6.6,18.0
16,1977-78,70,23,PHO,3.2,1.2,0.9,3.5,2.3,5.8,15.5
16,1978-79,77,24,PHO,4.7,1.4,0.8,3.2,2.9,6.3,17.8
16,1979-80,75,25,PHO,4.3,1.4,0.7,3.2,2.1,6.0,14.9
16,1980-81,75,26,PHO,4.6,1.4,0.9,3.0,2.1,5.2,14.9
16,1981-82,79,27,PHO,4.5,1.4,1.0,3.4,1.7,5.7,15.1
16,1982-83,80,28,PHO,4.7,1.4,0.9,3.6,2.0,4.8,14.2
16,1983-84,70,29,PHO,3.1,1.0,0.4,2.8,1.7,2.9,9.6
16,1984-85,82,30,PHO,3.8,1.4,0.6,3.1,1.9,4.2,14.7
16,1985-86,78,31,PHO,4.2,1.3,0.6,3.5,1.9,4.2,10.8
16,1986-87,68,32,PHO,3.3,0.9,0.5,3.0,1.3,3.6,11.1
16,1987-88,82,33,PHO,2.2,1.0,0.5,3.0,1.4,3.0,7.5
17,1970-71,82,23,SDR,2.1,,,4.2,,,11.4
17,1971-72,73,24,TOT,1.9,,,3.6,,,11.4
17,1971-72,3,24,HOU,1.0,,,2.3,,,4.3
17,1971-72,70,24,ATL,2.0,,,3.7,,,11.7
17,1972-73,74,25,TOT,1.6,,,3.1,,,9.1
17,1972-73,4,25,ATL,1.3,,,2.8,,,5.8
17,1972-73,70,25,DET,1.6,,,3.1,,,9.3
17,1973-74,74,26,DET,1.9,1.5,0.2,3.3,1.8,4.3,10.3
17,1974-75,67,27,TOT,1.9,1.2,0.3,3.2,1.3,3.4,6.0
17,1974-75,51,27,DET,1.5,1.4,0.4,3.5,1.2,3.5,5.9
17,1974-75,16,27,SSL,3.4,0.8,0.1,2.4,1.3,2.9,6.3
17,1975-76,76,28,TOT,2.1,0.9,0.2,2.7,1.1,2.4,5.7
17,1975-76,20,28,SSL,4.4,1.9,0.4,4.0,2.2,3.6,13.1
17,1975-76,56,28,BUF,1.3,0.5,0.1,2.3,0.7,1.9,3.1
17,1976-77,77,29,BUF,1.9,1.0,0.2,2.6,1.7,3.1,7.3
18,1972-73,60,23,SDA,1.1,,,1.6,1.3,2.2,6.2
18,1973-74,80,24,SDA,1.6,0.6,0.3,1.4,1.6,2.7,7.3
18,1974-75,75,25,SDA,1.7,0.6,0.5,2.2,1.5,2.8,9.3
19,2006-07,61,22,NJN,0.2,0.3,0.1,0.8,0.6,0.7,2.9
19,2008-09,12,24,TOR,0.1,0.1,0.1,0.3,0.1,0.5,0.9
20,2018-19,34,22,ATL,1.9,0.4,0.1,1.3,0.3,1.4,3.2
21,2014-15,30,20,MEM,0.5,0.5,0.2,0.8,0.3,0.6,3.1
21,2015-16,2,21,MEM,1.5,1.5,0.0,1.0,0.0,1.0,3.5
22,1985-86,18,23,SAC,1.2,0.5,0.1,0.5,0.1,0.2,2.2
22,1986-87,63,24,WSB,3.9,1.3,0.1,1.4,0.6,1.3,7.2
22,1987-88,82,25,DEN,6.1,2.0,0.2,1.7,0.5,2.2,13.9
22,1988-89,77,26,DEN,6.4,2.2,0.1,1.9,0.9,2.8,18.5
22,1989-90,79,27,DEN,6.3,1.5,0.0,1.7,0.6,2.2,15.5
22,1990-91,66,28,DEN,10.5,2.2,0.1,2.5,0.9,3.0,26.5
22,1991-92,78,29,WSB,7.6,1.9,0.1,2.1,0.7,3.2,18.1
22,1992-93,70,30,WSB,7.5,1.4,0.1,2.1,0.7,2.7,14.8
22,1993-94,70,31,WSB,6.9,1.4,0.1,2.0,0.5,2.1,12.1
22,1994-95,29,32,CHH,3.3,0.8,0.0,1.4,0.2,0.8,6.5
22,1995-96,21,33,CHH,3.2,1.0,0.2,1.2,0.2,0.8,5.4
23,2013-14,81,20,OKC,0.5,0.5,0.7,2.5,1.8,2.3,3.3
23,2014-15,70,21,OKC,0.9,0.5,1.2,3.2,2.8,4.6,7.7
23,2015-16,80,22,OKC,0.8,0.5,1.1,2.8,2.7,3.9,8.0
23,2016-17,80,23,OKC,1.1,1.1,1.0,2.4,3.5,4.2,11.3
23,2017-18,76,24,OKC,1.2,1.2,1.0,2.8,5.1,4.0,13.9
23,2018-19,80,25,OKC,1.6,1.5,1.0,2.6,4.9,4.6,13.9
23,2019-20,7,26,OKC,2.0,0.4,0.9,1.9,3.4,6.7,8.3
24,1986-87,62,22,PHO,0.7,0.4,0.1,1.2,0.7,1.0,5.8
24,1991-92,76,27,NJN,0.9,0.4,0.4,1.4,0.9,1.3,5.8
24,1992-93,68,28,NJN,0.8,0.3,0.2,1.8,0.7,1.3,6.3
24,1994-95,79,30,DET,1.4,0.7,0.3,3.0,0.8,2.2,8.3
24,1995-96,53,31,CHH,0.6,0.2,0.2,1.4,0.5,1.2,3.2
24,1996-97,41,32,CHH,0.8,0.2,0.1,1.3,0.5,0.6,3.1
25,2017-18,69,20,MIA,1.5,0.5,0.6,2.0,1.7,3.8,6.9
25,2018-19,82,21,MIA,2.2,0.9,0.8,2.5,2.0,5.3,8.9
25,2019-20,9,22,MIA,4.9,1.8,1.6,2.8,2.3,7.0,12.8
26,2018-19,19,21,CLE,0.3,0.1,0.2,0.7,0.2,0.8,1.7
27,1968-69,77,22,SDR,3.1,,,2.1,,,6.3
27,1969-70,35,23,SDR,3.2,,,2.6,,,7.4
27,1970-71,81,24,POR,4.7,,,2.6,,,12.6
27,1971-72,80,25,POR,5.2,,,2.6,,,10.1
27,1972-73,76,26,POR,3.9,,,2.0,,,6.6
27,1973-74,55,27,CHI,1.0,0.7,0.0,1.1,0.3,1.0,3.3
27,1974-75,58,28,TOT,1.9,1.2,0.1,1.7,0.4,1.2,5.5
27,1974-75,12,28,CHI,2.9,1.3,0.1,2.6,0.5,1.7,9.5
27,1974-75,28,28,NOJ,2.5,1.7,0.2,2.1,0.5,1.5,6.3
27,1974-75,18,28,KCO,0.4,0.4,0.1,0.7,0.3,0.4,1.7
28,2010-11,23,24,GSW,0.4,0.2,0.2,1.2,1.0,1.5,2.5
28,2011-12,8,25,HOU,0.1,0.0,0.3,1.6,0.6,2.1,2.6
28,2012-13,52,26,CHA,0.7,0.3,0.5,1.5,1.3,2.5,4.0
28,2013-14,53,27,TOT,0.7,0.5,0.7,2.0,1.9,3.8,6.8
28,2013-14,25,27,CHA,0.3,0.3,0.6,1.4,1.3,2.2,2.3
28,2013-14,28,27,MIL,1.1,0.6,0.8,2.6,2.5,5.3,10.9
28,2014-15,17,28,MIN,0.9,0.2,0.5,1.8,1.4,3.2,3.5
29,2007-08,75,22,DET,0.7,0.4,0.1,1.1,0.5,1.3,3.7
29,2008-09,74,23,DET,0.6,0.4,0.2,1.9,0.4,1.4,4.9
29,2009-10,82,24,DEN,1.7,0.6,0.4,2.7,0.7,2.4,8.8
29,2010-11,69,25,DEN,2.4,0.5,0.4,2.2,0.7,3.0,12.6
29,2011-12,62,26,DEN,2.4,0.6,0.2,2.2,0.6,2.5,15.2
29,2012-13,64,27,ORL,3.2,0.6,0.2,2.1,0.5,3.3,16.5
29,2013-14,73,28,ORL,3.4,0.5,0.0,1.9,0.4,3.2,18.2
29,2014-15,78,29,TOT,1.7,0.5,0.1,2.1,0.3,2.8,13.3
29,2014-15,53,29,DEN,1.9,0.6,0.1,2.0,0.4,3.0,14.5
29,2014-15,25,29,POR,1.1,0.4,0.1,2.4,0.2,2.4,10.6
29,2015-16,71,30,NYK,2.0,0.4,0.1,2.0,0.3,3.4,12.8
29,2016-17,61,31,SAC,1.3,0.3,0.1,1.7,0.1,1.9,8.4
29,2017-18,53,32,ORL,0.6,0.1,0.2,1.1,0.1,1.2,3.4
30,2006-07,32,22,DAL,0.2,0.1,0.1,0.8,0.0,0.6,2.2
30,2007-08,26,23,TOT,0.3,0.0,0.0,0.7,0.2,0.3,2.0
30,2007-08,12,23,DAL,0.3,0.0,0.1,0.9,0.1,0.3,1.3
30,2007-08,14,23,NJN,0.3,0.0,0.0,0.4,0.2,0.4,2.6
30,2008-09,20,24,NJN,0.2,0.1,0.1,0.9,0.2,0.4,1.7
30,2010-11,4,26,MIN,0.3,0.3,0.0,1.0,0.0,0.5,3.8
31,1981-82,51,22,DAL,3.2,0.7,0.4,3.0,1.7,3.1,18.7
31,1982-83,81,23,DAL,4.1,1.0,0.3,3.0,2.4,3.9,24.4
31,1983-84,79,24,DAL,4.5,1.0,0.3,3.1,2.0,3.9,29.5
31,1984-85,80,25,DAL,3.1,0.8,0.3,3.1,2.4,3.6,25.7
31,1985-86,74,26,DAL,4.6,0.8,0.2,3.1,2.4,3.6,22.6
31,1986-87,80,27,DAL,3.2,1.1,0.4,3.0,2.3,3.1,25.7
31,1987-88,77,28,DAL,3.6,0.9,0.7,2.9,2.4,3.3,25.1
31,1988-89,80,29,TOT,3.5,0.6,0.5,2.9,1.8,3.0,18.9
31,1988-89,44,29,DAL,4.3,0.7,0.7,2.9,2.0,3.3,21.7
31,1988-89,36,29,DET,2.5,0.4,0.2,2.8,1.6,2.6,15.5
31,1989-90,78,30,DET,1.9,0.4,0.2,2.6,1.5,2.4,14.1
31,1990-91,78,31,DET,1.8,0.6,0.3,2.7,1.7,3.1,14.2
31,1991-92,75,32,DET,1.7,0.7,0.1,2.3,0.9,2.3,11.3
31,1992-93,51,33,DET,2.1,0.3,0.1,2.0,0.8,2.1,9.9
31,1993-94,39,34,LAC,2.7,0.5,0.2,2.5,0.7,2.3,10.6
32,2007-08,12,23,MIA,1.6,0.5,0.0,1.7,0.1,1.5,5.8
32,2008-09,3,24,SAS,0.7,0.3,0.0,1.0,0.0,0.3,2.7
32,2011-12,4,27,UTA,0.3,0.0,0.0,1.0,0.0,0.5,2.5
33,1981-82,53,22,BOS,1.6,0.7,0.1,1.6,0.5,0.6,4.1
33,1982-83,80,23,BOS,3.1,1.4,0.1,3.2,1.0,1.6,9.9
33,1983-84,71,24,BOS,2.3,0.6,0.1,2.0,0.4,1.2,5.4
33,1984-85,75,25,BOS,5.3,1.6,0.1,3.0,1.0,2.6,12.9
33,1985-86,80,26,BOS,5.1,1.2,0.1,2.6,0.6,2.4,10.7
33,1986-87,71,27,BOS,5.6,1.4,0.2,2.7,0.7,2.7,14.8
33,1987-88,81,28,BOS,6.2,1.4,0.2,2.5,0.7,2.3,15.7
33,1988-89,73,29,TOT,5.5,1.3,0.1,2.5,1.0,2.5,17.5
33,1988-89,45,29,BOS,4.8,1.2,0.0,2.4,0.8,2.6,15.9
33,1988-89,28,29,SAC,6.7,1.5,0.3,2.8,1.2,2.4,20.3
33,1989-90,75,30,SAC,6.0,1.5,0.2,3.2,0.9,3.4,17.9
33,1990-91,80,31,POR,3.6,0.8,0.2,2.4,0.6,2.0,11.1
33,1991-92,81,32,POR,2.5,0.9,0.2,1.8,0.5,1.3,9.7
33,1992-93,80,33,PHO,3.3,0.9,0.1,2.2,0.6,2.1,11.8
33,1993-94,68,34,PHO,2.6,0.8,0.1,2.1,0.4,1.5,8.9
33,1994-95,74,35,PHO,2.8,0.6,0.1,2.1,0.3,1.1,7.7
34,1967-68,45,23,INA,0.4,,,1.5,,,5.6
35,2008-09,31,20,CHA,0.1,0.2,0.2,1.1,0.3,0.7,2.3
35,2009-10,6,21,CHA,0.0,0.2,0.2,0.8,0.2,0.5,1.7
35,2010-11,34,22,TOT,0.3,0.3,0.6,2.1,0.5,1.8,4.2
35,2010-11,10,22,DAL,0.2,0.3,0.5,1.3,0.5,1.2,2.9
35,2010-11,24,22,TOR,0.3,0.3,0.6,2.5,0.5,2.0,4.8
35,2013-14,56,25,NOP,0.7,0.4,0.8,3.3,1.7,3.3,5.9
35,2014-15,68,26,NOP,0.7,0.3,0.8,2.2,1.5,3.1,6.5
35,2015-16,59,27,NOP,0.5,0.3,0.6,2.3,1.3,3.3,6.0
35,2016-17,39,28,NOP,0.3,0.5,0.6,2.0,1.2,3.4,5.3
36,1966-67,50,22,NYK,0.5,,,1.6,,,3.8
36,1967-68,36,23,SEA,0.4,,,1.3,,,3.1
36,1968-69,2,24,KEN,0.5,,,0.0,0.0,2.0,2.0
37,2012-13,3,26,DAL,0.3,0.0,0.0,1.0,0.0,0.3,1.7
38,2018-19,7,25,DEN,0.9,0.3,0.0,0.6,0.1,0.4,1.0
39,2010-11,12,22,TOR,0.2,0.2,0.2,0.4,0.6,0.6,0.5
39,2011-12,14,23,TOR,0.2,0.1,0.6,0.8,1.1,2.3,2.4
40,1986-87,64,23,DEN,1.2,0.3,0.4,2.2,1.1,2.2,7.9
40,1987-88,63,24,WSB,0.6,0.2,0.2,1.7,1.1,1.4,5.2
40,1988-89,74,25,WSB,0.9,0.3,0.3,2.2,1.4,2.1,6.7
40,1989-90,82,26,WSB,1.7,0.7,0.5,2.7,1.8,2.7,10.5
40,1990-91,42,27,WSB,1.1,0.4,0.2,2.1,1.0,1.8,5.8
41,1959-60,58,23,DET,0.4,,,2.1,,,4.0
41,1960-61,20,24,LAL,0.1,,,2.4,,,1.6
42,2014-15,41,23,PHI,0.7,0.4,0.4,2.3,1.9,2.4,2.3
43,2010-11,18,22,OKC,0.2,0.3,0.4,1.7,0.7,1.2,1.0
43,2011-12,26,23,OKC,0.1,0.3,0.6,0.8,0.5,1.3,2.2
43,2012-13,45,24,TOT,0.2,0.1,0.5,1.3,0.7,2.0,2.2
43,2012-13,30,24,HOU,0.2,0.1,0.3,1.4,0.4,1.5,1.7
43,2012-13,15,24,SAC,0.2,0.1,0.9,1.3,1.2,3.0,3.3
43,2013-14,46,25,NYK,0.3,0.2,0.7,0.9,0.8,2.0,2.0
43,2014-15,61,26,NYK,1.2,0.6,1.1,2.0,1.7,3.9,5.5
43,2015-16,60,27,LAC,0.8,0.8,1.1,2.3,1.4,3.4,5.5
43,2016-17,62,28,MIN,0.4,0.4,0.4,1.4,0.8,1.7,1.7
43,2017-18,21,29,MIN,0.1,0.1,0.0,0.5,0.1,0.6,0.6
44,2006-07,63,21,POR,0.4,0.3,1.2,3.0,2.3,2.7,9.0
44,2007-08,76,22,POR,1.6,0.7,1.2,3.2,2.9,4.7,17.8
44,2008-09,81,23,POR,1.9,1.0,1.0,2.6,2.9,4.6,18.1
44,2009-10,78,24,POR,2.1,0.9,0.6,3.0,2.5,5.6,17.9
44,2010-11,81,25,POR,2.1,1.0,1.2,2.7,3.4,5.3,21.8
44,2011-12,55,26,POR,2.4,0.9,0.8,2.8,2.7,5.3,21.7
44,2012-13,74,27,POR,2.6,0.8,1.2,2.5,2.4,6.7,21.1
44,2013-14,69,28,POR,2.6,0.9,1.0,2.1,2.4,8.7,23.2
44,2014-15,71,29,POR,1.7,0.7,1.0,1.8,2.5,7.7,23.4
44,2015-16,74,30,SAS,1.5,0.5,1.1,2.0,2.4,6.2,18.0
44,2016-17,72,31,SAS,1.9,0.6,1.2,2.2,2.4,4.9,17.3
44,2017-18,75,32,SAS,2.0,0.6,1.2,2.1,3.3,5.2,23.1
44,2018-19,81,33,SAS,2.4,0.5,1.3,2.2,3.1,6.1,21.3
44,2019-20,9,34,SAS,2.3,0.6,2.0,2.4,2.3,4.0,17.2
45,1984-85,74,25,GSW,0.5,0.2,0.2,2.3,1.2,2.5,5.1
46,2015-16,8,20,POR,0.0,0.1,0.3,0.1,0.3,0.5,1.3
47,1995-96,60,22,SAS,2.0,0.5,0.0,1.6,0.2,0.6,2.8
47,1996-97,80,23,SAS,3.2,1.0,0.2,1.9,0.4,1.2,7.2
47,1997-98,60,24,TOT,3.5,1.2,0.2,1.6,0.3,2.2,8.1
47,1997-98,37,24,SAS,1.9,0.7,0.1,1.4,0.2,1.1,4.5
47,1997-98,23,24,DEN,6.0,2.0,0.3,2.0,0.4,3.9,14.0
47,1998-99,36,25,DEN,3.3,1.0,0.1,2.1,0.2,1.9,7.3
47,1999-00,29,26,DEN,2.0,0.8,0.1,1.3,0.3,1.2,2.8
47,2000-01,26,27,ORL,1.4,0.6,0.0,1.1,0.0,1.0,2.0
47,2004-05,16,31,CHA,2.3,0.6,0.1,1.8,0.5,1.3,3.1
48,2000-01,65,23,TOT,1.0,0.7,0.1,2.1,0.6,1.6,9.5
48,2000-01,38,23,DAL,0.6,0.4,0.1,2.0,0.5,1.1,4.2
48,2000-01,27,23,WAS,1.5,1.1,0.1,2.3,0.8,2.1,17.0
48,2001-02,56,24,WAS,1.5,0.6,0.1,2.0,0.8,1.9,9.8
48,2002-03,66,25,NOH,1.2,0.5,0.1,1.9,0.6,1.2,7.9
49,1993-94,11,24,TOT,0.2,0.3,0.0,0.9,0.6,0.7,1.7
49,1993-94,4,24,MIA,0.3,0.0,0.0,0.8,0.3,0.5,0.5
49,1993-94,7,24,CLE,0.1,0.4,0.0,1.0,0.9,0.9,2.4
50,2008-09,59,22,MIL,0.7,0.3,0.5,1.8,0.7,1.2,4.7
50,2009-10,8,23,CHI,0.3,0.1,0.1,1.1,0.3,0.4,0.5
51,1991-92,80,22,GSW,0.4,0.6,0.8,2.2,1.3,2.9,7.4
51,1992-93,72,23,GSW,1.3,0.5,0.7,3.0,1.8,4.0,11.2
51,1993-94,69,24,GSW,1.0,0.4,0.5,2.4,1.7,2.8,8.7
51,1994-95,50,25,GSW,1.2,0.6,0.6,2.9,1.7,4.1,10.0
51,2001-02,15,32,DET,0.4,0.0,0.1,0.4,0.5,1.5,2.7
52,2019-20,9,21,NOP,2.7,0.3,0.0,1.7,0.2,2.0,5.3
53,1987-88,28,23,DAL,0.8,0.6,0.1,0.8,0.1,0.7,2.1
53,1988-89,66,24,TOT,1.4,0.7,0.0,0.9,0.2,0.9,5.5
53,1988-89,9,24,DAL,1.0,0.1,0.0,0.3,0.0,0.3,0.8
53,1988-89,57,24,GSW,1.5,0.8,0.1,0.9,0.2,1.0,6.3
53,1989-90,41,25,DAL,1.0,0.4,0.1,0.5,0.0,0.6,4.1
53,1990-91,34,26,DAL,0.6,0.2,0.0,0.3,0.3,0.4,4.4
54,2018-19,10,21,CHI,1.3,0.1,0.0,0.7,1.1,1.5,3.7
55,1967-68,38,,ANA,0.6,,,3.2,,,7.9
56,1968-69,27,22,SFW,0.4,,,1.0,,,1.8
